,pair,count,sample
0,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;124;,119409,03
1,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000168769;132,87990,03
2,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;205;,181749,03
3,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000179833;22,762158,03
4,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,908979,03
5,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Random_control;;;21;,159556,03
6,Random_control;;;411; --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,30355,03
7,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- DMD_control_tiles;ENSG00000198947;;131;,21522,03
8,Random_control;;;89; --- Random_control;;;21;,6096,03
9,Silencer_tiles;ENSG00000179833;22 --- Random_control;;;205;,46244,03
10,Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,122753,03
11,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,200292,03
12,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,29010,03
13,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- DMD_control_tiles;ENSG00000198947;;131;,12920,03
14,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Random_control;;;257;,6168,03
15,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,4561,03
16,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34,668,03
17,DMD_control_tiles;ENSG00000198947;;357; --- Random_control;;;205;,2545,03
18,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,14012,03
19,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,5674,03
20,Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46 --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,80172,03
21,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;297;,87818,03
22,Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,3369,03
23,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,136722,03
24,NIZP1_KRAB --- NIZP1_KRAB,69584,03
25,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,21197,03
26,Random_control;;;124; --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,9389,03
27,DMD_control_tiles;ENSG00000198947;;31; --- DMD_control_tiles;ENSG00000198947;;31;,58431,03
28,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;WBP4_HUMAN;WW;139;29,12817,03
29,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26,14948,03
30,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45,221841,03
31,Silencer_tiles;ENSG00000111642;38 --- Silencer_tiles;ENSG00000130706;26,1356,03
32,Silencer_tiles;ENSG00000130706;26 --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,11587,03
33,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,56824,03
34,Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46 --- DMD_control_tiles;ENSG00000198947;;357;,6633,03
35,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,700350,03
36,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,1122,03
37,Random_control;;;257; --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,29664,03
38,NIZP1_KRAB --- Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45,19594,03
39,Random_control;;;297; --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,1528,03
40,DMD_control_tiles;ENSG00000198947;;357; --- DMD_control_tiles;ENSG00000198947;;357;,51243,03
41,Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,16553,03
42,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000076108;118,5019,03
43,Random_control;;;124; --- Random_control;;;124;,137644,03
44,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000069812;10,9665,03
45,Random_control;;;89; --- Random_control;;;89;,52359,03
46,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- Random_control;;;21;,19004,03
47,Short_nuclear_domain;GSX1_HUMAN;Homeodomain;136;56 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,1127,03
48,Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41 --- DMD_control_tiles;ENSG00000198947;;131;,7296,03
49,Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,3400,03
50,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000069812;10,304971,03
51,Silencer_tiles;ENSG00000179833;22 --- Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45,27593,03
52,Silencer_tiles;ENSG00000179833;22 --- Random_control;;;257;,9225,03
53,Silencer_tiles;ENSG00000100307;18 --- DMD_control_tiles;ENSG00000198947;;297;,2371,03
54,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,2280,03
55,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000085224;242,71287,03
56,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000179833;22,13652,03
57,Silencer_tiles;ENSG00000111642;38 --- Random_control;;;257;,802,03
58,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,13563,03
59,Random_control;;;205; --- Random_control;;;205;,148593,03
60,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,65697,03
