,pair,count,sample
0,Silencer_tiles;ENSG00000163602;11 --- Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46,644,12
1,Silencer_tiles;ENSG00000069812;10 --- Silencer_tiles;ENSG00000069812;10,123305,12
2,Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,2567,12
3,Silencer_tiles;ENSG00000076108;118 --- Silencer_tiles;ENSG00000076108;118,143594,12
4,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,6589,12
5,Short_nuclear_domain;PCGF2_HUMAN;zf-C3HC4_2;1;39 --- Random_control;;;205;,6054,12
6,Short_nuclear_domain;MTA3_HUMAN;GATA;357;37 --- Short_nuclear_domain;MTA3_HUMAN;GATA;357;37,8863,12
7,Silencer_tiles;ENSG00000102974;12 --- Short_nuclear_domain;YAF2_HUMAN;YAF2_RYBP;78;32,1150,12
8,Silencer_tiles;ENSG00000170604;0 --- Silencer_tiles;ENSG00000170604;0,15646,12
9,Short_nuclear_domain;DPF1_HUMAN;Requiem_N;34;71 --- Random_control;;;297;,1790,12
10,Random_control;;;124; --- Random_control;;;124;,47959,12
11,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Random_control;;;411;,2889,12
12,Silencer_tiles;ENSG00000076108;118 --- Human_KRAB_variant;Q3KP31;676,11105,12
13,Random_control;;;205; --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,5736,12
14,DMD_control_tiles;ENSG00000198947;;131; --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,2499,12
15,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Silencer_tiles;ENSG00000102974;12,1080,12
16,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,15906,12
17,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;FOXO3_HUMAN;FOXO-TAD;584;41,10335,12
18,Silencer_tiles;ENSG00000088305;10 --- Silencer_tiles;ENSG00000088305;10,42403,12
19,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,17012,12
20,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,833,12
21,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000141644;47,2716,12
22,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Short_nuclear_domain;CRTC2_HUMAN;TORC_C;613;77,12800,12
23,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000025156;13,1899,12
24,Silencer_tiles;ENSG00000102974;12 --- Silencer_tiles;ENSG00000102974;12,16336,12
25,Random_control;;;257; --- Random_control;;;257;,46530,12
26,Human_KRAB_variant;M0QYP0;367 --- Human_KRAB_variant;M0QYP0;367,206528,12
27,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Random_control;;;21;,3496,12
28,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Silencer_tiles;ENSG00000069812;10,26677,12
29,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- DMD_control_tiles;ENSG00000198947;;259;,2087,12
30,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Random_control;;;297;,5052,12
31,Silencer_tiles;ENSG00000076108;118 --- Random_control;;;297;,21394,12
32,Silencer_tiles;ENSG00000188779;4 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,935,12
33,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Silencer_tiles;ENSG00000111642;38,962,12
34,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Silencer_tiles;ENSG00000111642;38,5103,12
35,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,6858,12
36,Random_control;;;257; --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,6992,12
37,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,26963,12
38,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;APC16_HUMAN;ANAPC16;26;79,4176,12
39,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65,2047,12
40,Short_nuclear_domain;ITCH_HUMAN;WW;302;29 --- Silencer_tiles;ENSG00000069812;10,10185,12
41,DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;BTK_HUMAN;SH3_1;203;46,887,12
42,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000130706;26,31007,12
43,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Random_control;;;124;,2384,12
44,Human_KRAB_variant;M0QYP0;367 --- Random_control;;;372;,11215,12
45,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;SSX2_HUMAN;SSXRD;108;31,221,12
46,Silencer_tiles;ENSG00000088305;10 --- Silencer_tiles;ENSG00000076108;118,6265,12
47,DMD_control_tiles;ENSG00000198947;;171; --- Random_control;;;21;,2153,12
48,Random_control;;;257; --- DMD_control_tiles;ENSG00000198947;;297;,3548,12
49,Human_KRAB_variant;M0QYP0;367 --- Short_nuclear_domain;ZN777_HUMAN;DUF3669;181;67,9514,12
50,Short_nuclear_domain;APBB1_HUMAN;WW;229;28 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,15299,12
51,Short_nuclear_domain;SCMH1_HUMAN;SAM_1;580;65 --- Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70,1056,12
52,Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45 --- Short_nuclear_domain;SMRC2_HUMAN;Myb_DNA-binding;580;45,14382,12
53,Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59 --- Human_KRAB_variant;Q3KP31;676,4039,12
54,Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37 --- Random_control;;;257;,2382,12
55,Short_nuclear_domain;CACO1_HUMAN;Zn-C2H2_12;611;26 --- Silencer_tiles;ENSG00000069812;10,27659,12
56,Human_KRAB_variant;M0QYP0;367 --- Random_control;;;21;,17598,12
57,Random_control;;;205; --- Short_nuclear_domain;U2AF4_HUMAN;RRM_1;71;59,6713,12
58,Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52 --- Random_control;;;297;,4505,12
59,Silencer_tiles;ENSG00000100307;18 --- Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41,7187,12
60,Silencer_tiles;ENSG00000102974;12 --- Silencer_tiles;ENSG00000085224;242,2720,12
61,Random_control;;;372; --- Random_control;;;89;,3806,12
62,Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,9517,12
63,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000069812;10,30811,12
64,Short_nuclear_domain;ZN597_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000100307;18,291,12
65,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000205571;13,2922,12
66,Silencer_tiles;ENSG00000170604;0 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,1681,12
67,Silencer_tiles;ENSG00000111642;38 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,2077,12
68,Random_control;;;205; --- Random_control;;;205;,90837,12
69,Short_nuclear_domain;ASCL1_HUMAN;HLH;105;52 --- Short_nuclear_domain;ASCL1_HUMAN;HLH;105;52,1420,12
70,Short_nuclear_domain;STAT2_HUMAN;STAT2_C;770;55 --- Silencer_tiles;ENSG00000141644;47,2683,12
71,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72,7552,12
72,NIZP1_KRAB --- Short_nuclear_domain;CBX1_HUMAN;Chromo_shadow;104;52,1732,12
73,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Random_control;;;297;,6619,12
74,Silencer_tiles;ENSG00000100307;18 --- Silencer_tiles;ENSG00000100307;18,41538,12
75,Silencer_tiles;ENSG00000179833;22 --- Silencer_tiles;ENSG00000179833;22,26560,12
76,Short_nuclear_domain;ANM2_HUMAN;SH3_1;18;45 --- Silencer_tiles;ENSG00000069812;10,15537,12
77,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Human_KRAB_variant;Q3KP31;676,1627,12
78,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Short_nuclear_domain;ZFP28_HUMAN;KRAB;209;37,1914,12
79,Random_control;;;89; --- Random_control;;;89;,21918,12
80,NIZP1_C2HR --- NIZP1_C2HR,13016,12
81,Short_nuclear_domain;KMT2B_HUMAN;zf-CXXC;941;47 --- Silencer_tiles;ENSG00000130706;26,705,12
82,Silencer_tiles;ENSG00000102974;12 --- Short_nuclear_domain;PYGO1_HUMAN;PHD;330;56,4312,12
83,Short_nuclear_domain;WWP2_HUMAN;WW;381;28 --- Short_nuclear_domain;NCOA2_HUMAN;Nuc_rec_co-act;1054;46,378,12
84,Random_control;;;385; --- Silencer_tiles;ENSG00000061273;33,830,12
85,Short_nuclear_domain;HERC2_HUMAN;Cyt-b5;1207;72 --- Human_KRAB_variant;Q3KP31;676,2475,12
86,Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34 --- Short_nuclear_domain;NOTC2_HUMAN;Notch;1440;34,6020,12
87,Short_nuclear_domain;IKKA_HUMAN;IKKbetaNEMObind;665;36 --- Short_nuclear_domain;CHD3_HUMAN;DUF1087;1286;60,194,12
88,Short_nuclear_domain;SUMO3_HUMAN;Rad60-SLD;12;70 --- Silencer_tiles;ENSG00000088305;10,2820,12
89,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;BIN1_HUMAN;SH3_9;513;63,10194,12
90,Silencer_tiles;ENSG00000076108;118 --- Short_nuclear_domain;APBB1_HUMAN;WW;229;28,12455,12
91,Short_nuclear_domain;MYBA_HUMAN;LMSTEN;223;46 --- Silencer_tiles;ENSG00000179833;22,547,12
92,Short_nuclear_domain;WWP2_HUMAN;WW;381;28 --- Short_nuclear_domain;WWP2_HUMAN;WW;381;28,5656,12
93,Silencer_tiles;ENSG00000141644;47 --- Silencer_tiles;ENSG00000141644;47,52633,12
94,Short_nuclear_domain;ZN473_HUMAN;KRAB;1;41 --- Silencer_tiles;ENSG00000076108;118,4695,12
95,Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40 --- Short_nuclear_domain;KS6B2_HUMAN;Pkinase_C;329;40,56801,12
96,Silencer_tiles;ENSG00000130706;26 --- Silencer_tiles;ENSG00000111642;38,4394,12
97,Short_nuclear_domain;SMCA2_HUMAN;QLQ;150;34 --- Random_control;;;124;,1109,12
98,Silencer_tiles;ENSG00000141644;47 --- Human_KRAB_variant;M0QYP0;367,10676,12
